"Year","Month","WashingtonDC-MD-VAMarket","Richmond/PetersburgMarket","Staunton/HarrisonburgMarket","VirginiaPortionofWashingtonDC","Blacksburg/WythevilleMarket","theCommonwealthofVirginia","CharlottesvilleMarket","LynchburgMarket","RoanokeMarket","HamptonRoadsMarket"
"2006","Dec","63.13153981","32.50488828","28.40090436","58.80199192","24.52157467","38.53021233","39.40295651","26.76888091","28.30384306","26.39347471"
"2007","Jan","71.99969744","39.00783616","26.99862732","68.05536619","23.52121597","41.68842492","43.72620078","29.11655965","27.89563272","25.47550558"
"2007","Feb","92.21296291","44.15753559","32.40369212","78.94706103","27.22041409","49.13514255","52.67477","33.79206161","32.05497717","32.5270855"
"2007","Mar","114.9432586","53.3067744","36.42875368","99.2519565","37.4483928","61.80333689","62.29583357","36.11287775","42.60416614","42.66540218"
"2007","Apr","120.1079711","51.87350197","45.38945127","103.4839798","43.57530115","67.5641823","75.8160803","40.98936282","40.48171914","55.39237449"
"2007","May","126.1891564","59.07801855","49.33925656","110.2307381","40.57366692","73.11188808","83.68892223","45.58640371","47.3358474","60.54778061"
"2007","Jun","118.6096642","56.51339666","49.32884521","104.7252156","42.06042557","76.92198138","80.84257603","40.97950237","48.99215961","80.54898758"
"2007","Jul","98.36179122","54.45899566","47.76003804","88.96714298","45.62820939","73.53575576","78.99975956","39.42172451","47.90907974","87.55402988"
"2007","Aug","87.11326941","53.78695378","47.85797733","85.09901816","52.3767626","71.77937739","71.38224941","43.99050859","46.63711955","83.80549766"
"2007","Sep","106.7284459","55.79925066","47.08853399","94.00222212","47.08726713","64.98145132","72.57385212","40.58530021","44.70491462","53.02402652"
"2007","Oct","133.121546","54.37786344","55.00100658","109.8159059","45.01719015","70.27672677","84.03453748","43.4881662","51.70495784","48.31451635"
"2007","Nov","91.96758076","43.46721944","38.3361507","81.38754089","35.71224821","52.39557339","64.55798052","33.19899068","40.38446293","35.38153521"
"2007","Dec","63.97151835","34.10929022","26.58744551","59.70161361","22.21428347","38.76678368","38.66552215","25.37462432","28.95981488","25.50208069"
"2008","Jan","73.31463164","40.82830031","27.50398668","69.59850979","21.73045966","42.60251749","40.50512628","29.55859297","29.20422471","25.21732256"
"2008","Feb","89.99005868","46.39054782","34.03659179","78.74143469","27.96819585","49.92932904","51.56242014","35.63782442","38.19467474","32.48542077"
"2008","Mar","113.6753785","52.5011334","36.54373203","97.21965869","36.9882198","60.92615903","64.26152692","35.24868513","44.07982693","40.94558444"
"2008","Apr","134.0638834","51.75214741","47.27005776","113.6405529","35.73892225","68.95619088","80.28548996","37.78024068","43.69932359","48.27814934"
"2008","May","123.7742426","55.31163642","49.14548866","104.3175028","39.29091559","69.28361744","83.81318407","43.17698107","49.42755027","54.94355518"
"2008","Jun","119.2683024","53.48256468","47.56820957","105.8021957","38.84805562","74.08707806","78.08642417","41.61453245","49.38320667","71.27746789"
"2008","Jul","105.5874885","51.43954455","46.55634781","92.34754581","45.51063231","72.90188231","75.20556101","38.47287553","48.68096129","83.00302514"
"2008","Aug","83.7363173","48.38952091","47.68243373","77.2388208","50.52237204","67.59693779","78.91909516","46.53515914","46.3015871","81.02311917"
"2008","Sep","108.5543967","52.4476","39.46189669","94.51958974","38.39242388","60.39882042","64.37791692","40.02426598","45.24816667","42.65897168"
"2008","Oct","125.8815678","47.64183617","56.2175662","103.7410675","42.29718227","64.63949163","88.08818551","51.00593348","52.70345806","40.66488779"
"2008","Nov","87.00285241","38.46967925","33.22875197","73.65079658","34.72539608","47.03624454","60.12049294","33.90324451","40.9301313","30.60571116"
"2008","Dec","62.7293969","28.97420239","26.91166488","57.55006751","21.28168216","36.57335675","36.77847346","27.51084024","30.36410253","24.07987631"
"2009","Jan","94.4424534","34.02252766","25.82081486","77.58053542","20.16842773","44.20114524","42.05392694","29.01479191","27.84014236","25.79847295"
"2009","Feb","84.83408672","37.72799896","29.91387949","71.92000085","25.98946383","45.6637793","46.0978935","36.25836682","34.89346721","32.44612002"
"2009","Mar","105.3763713","42.17586335","31.36847577","86.25018583","30.29428781","53.8186645","56.74267916","34.32025262","38.97611114","38.9074094"
"2009","Apr","112.9202026","41.13673212","41.69051343","95.4968717","35.45397643","60.46154827","77.1492016","39.31538462","37.53067238","47.80983907"
"2009","May","103.966979","41.10527996","44.98942058","88.04030182","38.87633024","58.79137415","78.49013908","46.34880755","42.74160104","48.71176573"
"2009","Jun","113.362786","39.92781046","44.12443128","94.81180353","38.89579333","64.93670202","80.44798403","44.91755001","43.10051513","62.54419267"
"2009","Jul","89.98359279","42.01100511","42.20080794","77.18750703","42.6367248","64.50831742","73.91570408","42.13951676","44.54507421","78.23770139"
"2009","Aug","79.27373165","38.16810785","39.06215342","70.49011776","43.16601048","59.70218093","66.79891829","42.37976768","39.46249811","72.79328354"
"2009","Sep","94.35190263","38.78314865","36.68977203","80.80186651","43.62940865","55.19356019","70.54116766","43.24948038","45.47045881","45.97238848"
"2009","Oct","109.159402","38.47156222","52.90260718","88.78417312","44.28739535","57.19503051","87.88125362","52.23295955","47.02607073","37.75235961"
"2009","Nov","78.73982345","31.7772855","30.30754775","65.31757378","29.55321385","42.52858485","57.8890519","32.11008054","33.40744192","30.47524463"
"2009","Dec","57.54653076","25.03770968","27.30109266","51.75854886","22.695173","34.85580059","42.02039791","29.51480904","28.90288137","25.22758328"
"2010","Jan","63.900193","29.44060851","24.11111442","56.06119291","18.23519554","35.48469995","40.60391153","32.0464134","26.06668295","23.36471181"
"2010","Feb","76.41995015","34.19990269","29.09702601","64.83199112","23.88056897","41.47314098","51.19572284","33.53581171","32.28469447","27.90414552"
"2010","Mar","108.6918286","40.78042545","33.72406982","89.1633074","31.42252285","54.01922438","61.79639753","37.82809946","39.84115974","35.35777423"
"2010","Apr","122.184839","42.07013548","41.44301448","97.57728165","37.25893412","59.99282301","80.54195609","41.9481034","38.529921","42.09168129"
"2010","May","113.1882931","41.29932285","45.00016397","93.16929368","40.35043688","60.25545421","81.53798532","47.76565761","42.97804006","46.09272266"
"2010","Jun","116.2791846","41.80511687","46.33411121","99.01258245","38.97099538","67.06739234","82.92575848","48.76578332","42.07732701","62.48917706"
"2010","Jul","99.81303942","43.31930788","46.01004943","84.52460213","48.67170507","68.82873921","81.75553409","46.14022075","44.7183183","81.47272923"
"2010","Aug","86.8627353","40.87376806","42.10347907","78.06076942","47.51006682","63.66779905","74.54363531","47.47611445","43.21110735","74.40150765"
"2010","Sep","104.6840059","40.2676648","38.09949323","87.53376669","41.07311385","57.57576568","70.06873253","43.49629774","42.85598168","44.96177201"
"2010","Oct","119.4887846","41.34931961","55.30043845","93.87608533","49.6306289","60.36736714","91.15479042","52.79374199","53.20956355","37.84561672"
"2010","Nov","81.3941598","36.77293916","33.43182815","68.00543462","35.32829209","45.44918841","70.05180639","35.60819693","37.90232144","30.8376709"
"2010","Dec","58.08622407","25.88290962","25.53584839","50.80364012","21.1664693","34.38917686","38.43165926","29.38000654","28.85274238","25.69662638"
"2011","Jan","64.84671341","31.38284395","24.28937834","57.86967097","20.2783757","36.52862798","45.17670466","30.61150781","27.24159218","22.85541627"
"2011","Feb","80.89959785","36.40146328","30.43122143","65.08384953","29.35991437","43.15304835","51.88670873","36.43214842","35.7084788","30.7566344"
"2011","Mar","111.9539629","45.10422972","32.88781045","87.9644735","33.79679818","55.27446279","68.212401","39.93822442","43.07272369","36.63822161"
"2011","Apr","111.5877955","45.42227109","44.30109674","89.0218598","41.89554678","60.36182794","88.93708583","42.69066927","43.24754303","46.84366608"
"2011","May","121.3482851","41.74136945","47.49114945","98.08226843","42.80095785","63.73843146","85.03333011","51.30341445","49.83172276","48.29366823"
"2011","Jun","120.2671957","42.5449558","45.69208305","99.91919627","42.86840149","68.72232229","92.45253493","49.94934997","48.18407659","63.08517057"
"2011","Jul","98.78487721","44.91916207","46.3886074","82.67731916","49.40545179","67.91757777","84.86830211","44.472636","44.48646771","79.18890134"
"2011","Aug","83.8691587","48.18677343","47.55043982","73.93090402","49.69262651","63.05860298","82.66174922","53.70844447","46.0493563","68.78901152"
"2011","Sep","106.4642962","48.8156742","42.80080663","86.44486754","46.65587143","60.00912138","79.00851552","45.63913157","40.92590703","47.09740792"
"2011","Oct","117.3297052","45.52978499","56.95669772","92.4874924","50.00638999","61.66498572","92.23115864","53.27453324","50.20993344","39.69271187"
"2011","Nov","89.3624219","39.81862581","36.13478975","72.33823593","34.40020469","47.84315821","70.62947988","39.11978679","36.39955908","30.65695499"
"2011","Dec","60.95538357","28.41720665","28.49742326","49.91173753","24.04163942","35.16726109","38.96783901","30.20240552","29.48780265","25.99478331"
"2012","Jan","62.84789978","33.16158245","27.05242387","55.46068301","24.69696079","36.58378071","43.11046179","33.42286498","27.16758116","22.44378742"
"2012","Feb","78.66931635","39.7854366","32.87607631","64.81948734","33.21739272","44.22608729","54.95401866","39.39574047","34.70973462","30.57940669"
"2012","Mar","112.6511935","49.86843744","36.99340817","90.03723855","38.57723565","57.53553631","69.08987007","42.52618137","40.97285773","37.2757721"
"2012","Apr","115.461619","47.56353385","47.01818657","92.52198904","42.84897494","61.82351832","87.16787076","42.92109984","39.56219206","47.54854036"
"2012","May","121.1286608","46.26169498","52.26548033","99.34833265","46.52471894","65.94464165","87.67715717","54.08731317","48.18416411","51.1038683"
"2012","Jun","122.2147975","51.12103375","52.04936917","102.2533773","50.62750932","73.40757816","89.67203169","54.06034841","49.94131473","70.12789701"
"2012","Jul","104.6920082","48.53481548","53.41477441","87.90867569","55.08019052","71.92272048","87.39584061","55.24001057","53.19291588","80.88846819"
"2012","Aug","83.8781507","47.04739218","48.45413431","75.14704594","54.82733636","65.54416688","80.39080393","48.94605204","45.60701601","76.3769289"
"2012","Sep","100.3799477","45.46787576","45.58097798","83.95664078","46.22385533","59.33688222","82.79008223","50.11190848","44.18653786","47.52122352"
"2012","Oct","114.2621699","48.12920088","60.47390817","91.21512118","46.20171754","61.97689622","98.44791132","55.71822002","52.24588982","39.52493605"
"2012","Nov","84.16471556","41.88071678","37.57520889","67.77212241","38.44849366","47.7646846","67.73660759","40.70656526","41.2819755","32.78982679"
"2012","Dec","61.86878818","31.33737233","28.20855835","52.20735323","24.44319117","36.9428978","45.25384556","34.82137955","30.13371646","26.79293091"
"2013","Jan","79.35262824","35.97635388","26.61979091","65.36080209","27.77415747","41.15047128","48.63284387","38.27586981","31.38214105","23.03363204"
"2013","Feb","80.28027223","40.40017606","32.06150882","64.47115781","31.03241451","44.05280936","55.11188901","45.48860182","35.63360891","29.31188959"
"2013","Mar","105.7125682","48.84707337","38.93699281","80.77046048","38.91200115","55.13264159","76.90027738","47.67027876","40.46616845","38.34949161"
"2013","Apr","125.1864997","50.59881806","45.66544404","94.45715155","42.80690529","62.76007892","87.2286831","52.07753682","44.57731262","43.44667742"
"2013","May","113.0890588","45.30318601","53.05277602","89.49616841","49.92679512","63.33435197","92.27971214","60.83443324","51.58725076","50.20690395"
"2013","Jun","112.9365862","48.59964055","48.83839748","92.10401323","47.21280388","70.01165213","95.30410904","60.26871249","50.40087769","69.17036276"
"2013","Jul","97.38064079","49.32248041","50.23849041","80.40453607","54.46170167","70.35732817","80.61010029","53.49675308","50.47727759","85.89814704"
"2013","Aug","80.12568433","47.03869494","52.93693596","67.76621804","55.33119001","64.46188876","84.94097377","58.30583127","48.56850943","78.49640299"
"2013","Sep","97.21297546","43.49106085","46.88047866","77.87204194","45.91055928","56.94012804","88.60141011","58.76316148","45.56976069","44.6721627"
"2013","Oct","109.0368749","43.97771194","62.25447787","78.22148022","54.47845132","57.60961551","92.05357075","59.79048097","55.14626426","40.02256532"
"2013","Nov","82.97981333","39.76869107","38.02863903","62.53382943","36.66340045","45.67213366","72.80159616","49.45604441","39.22024373","32.23112349"
"2013","Dec","60.67119121","31.30755824","30.30474409","49.80137679","25.33450963","36.7619844","39.80818582","38.46613102","32.36598452","28.02959301"
"2014","Jan","61.66933315","37.38980486","27.49778983","52.08454252","23.75360468","36.96378504","45.07328814","40.60290628","29.00117324","24.33697726"
"2014","Feb","81.55358087","43.20420581","34.06095904","63.74419987","31.95466603","45.090978","56.15440105","46.77907933","37.443259","31.52175116"
"2014","Mar","110.8833312","50.43853547","38.47616689","84.03182568","37.50952587","56.87255526","73.09474337","53.74546807","46.02557787","39.42854785"
"2014","Apr","120.5296211","54.24688305","51.76210067","94.53965948","46.01384787","65.9430461","94.47940348","55.92595032","49.60354059","50.91735496"
"2014","May","121.3869993","53.30706475","56.97276117","97.89879802","52.85236343","70.29562171","102.8708549","70.70714087","55.68353191","57.90305361"
"2014","Jun","117.8196759","55.57690004","53.28437907","99.12199504","46.3593736","74.19819803","95.64298067","66.57387128","49.74413397","71.57766664"
"2014","Jul","106.080424","53.58701847","55.25088782","88.1104667","56.69244425","75.58295547","92.3428399","57.93832587","53.00895028","89.55974338"
"2014","Aug","91.3270895","53.49162661","58.44903285","78.0481233","59.35824493","71.88811919","92.58435651","56.42544734","50.06868058","86.77956096"
"2014","Sep","113.0579745","51.83051768","53.1750249","90.80525866","52.76733035","63.93933727","85.97146979","56.58383877","49.57350127","47.59857303"
"2014","Oct","120.889198","52.26837788","66.72767106","94.33819403","55.86979866","66.3612434","103.4330292","65.72587456","56.48721089","43.61357899"
"2014","Nov","92.46117218","44.51693127","41.44447254","70.79072799","40.90991111","50.34370749","73.16775575","44.77145234","40.86138732","35.48970808"
"2014","Dec","65.05297425","34.27264159","33.02052179","54.05514413","28.42851613","39.76368708","43.07221807","36.70623491","32.22221495","31.25105501"
"2015","Jan","66.34822469","40.32722294","31.59221833","56.88834584","27.78114695","40.09006013","50.84660079","36.53044394","30.55667608","26.02395304"
"2015","Feb","84.64196144","48.02044199","37.16601274","67.41253469","35.59179365","47.96011972","60.2252819","44.47874966","36.50274421","33.05914641"
"2015","Mar","118.664182","58.24415088","41.56687747","92.38987097","39.42685305","62.22552707","75.00706231","55.88642189","45.31610879","43.17033106"
"2015","Apr","137.0676303","57.70683156","55.04972037","107.7477035","50.03374589","72.50364769","99.58805652","57.42822777","49.37258104","52.57790379"
"2015","May","134.0424637","57.05476883","62.06934261","107.896291","56.43250057","76.26090547","105.9607525","69.9691547","60.62194732","61.52877465"
"2015","Jun","130.3218251","60.10268502","57.65436298","110.8740484","53.27402399","81.41478778","100.5142631","67.35892903","56.4867124","76.70819002"
"2015","Jul","109.234381","61.53226264","59.6034801","92.63436104","63.00822351","81.49111818","97.40003426","57.00938484","61.3731837","97.29393139"
"2015","Aug","90.14753599","55.67580813","57.50368844","79.43346755","57.53398855","73.50200189","85.77576227","60.19215988","51.92776733","90.41016243"
"2015","Sep","111.7187275","58.2768936","57.58842912","90.52336359","59.08750573","68.60422351","98.76687162","65.40598765","56.73859301","55.52902253"
"2015","Oct","128.3264815","59.71881617","73.50274379","100.0892993","60.39704338","70.80309004","107.4356588","62.9985902","61.59932211","45.63717746"
"2015","Nov","91.91831406","49.60943491","46.59292558","72.47449037","41.50473025","52.98833211","79.86912378","45.51537037","41.74464103","37.85314653"
"2015","Dec","63.75295875","38.72658949","36.67394484","54.14108688","30.93300646","42.16887286","49.21987362","38.79009558","34.54228375","35.68420532"
"2016","Jan","63.78813303","44.15064383","34.07809496","55.15431234","28.4167739","40.50725998","51.11942844","35.27051374","29.97846145","26.89602584"
"2016","Feb","88.55368741","52.31986371","43.56344731","71.30950388","37.57233739","51.37432809","65.54513213","46.91265873","40.11562743","35.61789245"
"2016","Mar","126.3773864","62.11089928","48.01871324","97.30788144","43.65725252","67.45539825","82.23047299","60.60247312","44.9095849","50.63380397"
"2016","Apr","141.9637273","63.37146068","63.96517035","110.1561086","53.70647257","76.91085739","107.9675899","57.88648148","53.36990984","58.15303132"
"2016","May","136.7894574","61.34076162","70.55267926","111.6972316","56.97364333","79.40026311","113.80208","71.75031063","59.32064071","63.56381141"
"2016","Jun","136.7515379","64.13523314","66.01725752","112.9363548","54.00813081","85.37864284","108.9099041","64.01747561","56.50931782","83.50347808"
"2016","Jul","108.2079537","66.2826844","67.11750728","91.50597039","61.33799832","84.09121044","98.97149771","61.82229978","53.73715716","105.383412"
"2016","Aug","95.33554057","59.39688081","64.25392087","82.75699679","58.88708226","77.16254944","95.33273773","64.03466039","55.37031695","93.21511858"
"2016","Sep","124.7084984","57.91893343","63.47368785","99.65707871","61.31278878","73.83439815","105.3178274","62.43025812","56.47109019","59.36808829"
"2016","Oct","135.04633","61.60799687","77.84049189","103.2962472","57.28502366","75.48258228","122.9604039","76.06127718","60.59448478","52.41888"
"2016","Nov","99.88436749","55.58026959","52.8282919","78.57112252","46.1369562","58.93911522","87.66011561","56.98400642","46.70904246","43.14366113"
"2016","Dec","71.72859616","40.15006427","40.46444484","58.00468362","29.38399001","44.37365172","49.03618226","39.91244069","34.03815495","37.84948865"
"2017","Jan","96.52107205","45.24785303","36.46471217","73.44707025","28.86736657","48.20778135","52.68219958","40.20355209","30.91302304","31.01988369"
"2017","Feb","90.32758999","52.78842458","41.76748717","69.35053954","39.15149834","51.65225637","64.92078297","48.01507172","39.48643657","39.13982246"
"2017","Mar","135.08239126","65.9046033379","50.245960316","103.206706476","43.7904497478","69.9362846106","87.5005085349","55.8662826136","47.7563189002","49.6181928453"
"2017","Apr","140.518538679","64.8881122755","64.3115948888","110.232257921","56.0398744342","79.1945789756","112.90447539","55.6120785476","51.9686096795","64.9915568362"
"2017","May","140.771307851","64.1599020159","68.4116529014","114.187304076","57.9455442047","81.8121676435","114.994660383","71.3014975678","58.9551765551","67.3898575486"
"2017","Jun","137.037124307","68.6415379475","65.6499684493","112.984403565","52.1445831508","88.3466855466","112.759835348","60.2785229097","56.562473904","92.6741348298"
